Pathway identifier,Pathway name,#Entities found,#Entities total,#Interactors found,#Interactors total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Submitted entities hit interactor,Interacts with,Found reaction identifiers
R-HSA-168928,"DDX58/IFIH1-mediated induction of interferon-alpha/beta",1,100,0,440,0.006635259770420012,0.7424299412925339,0.7424299412925339,1,53,0.0038839220284332407,9606,Homo sapiens,"SAA1","",,,"R-HSA-168166"
R-HSA-168164,"Toll Like Receptor 3 (TLR3) Cascade",1,102,2,470,0.0067679649658284125,0.7478641004453421,0.7478641004453421,5,61,0.004470174410083541,9606,Homo sapiens,"SAA1","P0DJI8",VGF;TFF1,P01100;P05412,"R-HSA-450292;R-HSA-450325;R-HSA-168166;R-HSA-168440;R-HSA-168136"
R-HSA-166520,"Signaling by NTRKs",2,166,1,892,0.011014531218897219,0.7498466376188917,0.7498466376188917,5,164,0.01201817382383116,9606,Homo sapiens,"VGF","ENSG00000128564;O15240",MYBPHL,Q15078,"R-HSA-9620723;R-HSA-9620663;R-HSA-9616110;R-HSA-9621054;R-HSA-9620717"
R-HSA-9018519,"Estrogen-dependent gene expression",2,154,2,903,0.010218300046446818,0.7513227306724304,0.7513227306724304,10,66,0.004836582148614979,9606,Homo sapiens,"TFF1","ENSG00000160182;P04155",TAF10;JRK,P20226;O60341,"R-HSA-9009533;R-HSA-9018494;R-HSA-9011985;R-HSA-9011984;R-HSA-9009536;R-HSA-9023859;R-HSA-9023861;R-HSA-9009541;R-HSA-9023860;R-HSA-9009526"
R-HSA-9678108,"SARS-CoV-1 Infection",0,93,2,458,0.006170791586490611,0.7551525003209278,0.7551525003209278,4,111,0.008134251795397918,9606,Homo sapiens,"","",AGT;AGT,Q9BYF1,"R-HSA-9678128;R-HSA-9695415;R-HSA-9686710;R-HSA-9686731"
R-HSA-6806003,"Regulation of TP53 Expression and Degradation",0,46,1,503,0.0030522194943932053,0.757751159180536,0.757751159180536,2,35,0.0025648541697200645,9606,Homo sapiens,"","",JRK,O75604,"R-HSA-5689972;R-HSA-6805022"
R-HSA-111885,"Opioid Signalling",0,113,1,436,0.007497843540574613,0.7596823471512811,0.7596823471512811,6,59,0.004323611314670966,9606,Homo sapiens,"","",PRKG1,17489,"R-HSA-111955;R-HSA-9644869;R-HSA-170676;R-HSA-8951727;R-HSA-111930;R-HSA-111962"
R-HSA-425366,"Transport of bile salts and organic acids, metal ions and amine compounds",0,165,1,385,0.01094817862119302,0.7596823471512811,0.7596823471512811,1,67,0.004909863696321267,9606,Homo sapiens,"","",KIAA1644,Q92504,"R-HSA-442393"
R-HSA-442755,"Activation of NMDA receptors and postsynaptic events",0,113,1,441,0.007497843540574613,0.7603227080549343,0.7603227080549343,2,71,0.005202989887146416,9606,Homo sapiens,"","",PRKG1,17489,"R-HSA-8951727;R-HSA-442715"
R-HSA-6791226,"Major pathway of rRNA processing in the nucleolus and cytosol",0,189,1,391,0.012540640966093822,0.7647585195012078,0.7647585195012078,1,7,5.129708339440129E-4,9606,Homo sapiens,"","",JRK,Q13895,"R-HSA-6791223"
R-HSA-5617833,"Cilium Assembly",0,210,1,413,0.013934045517882025,0.7709557515896053,0.7709557515896053,1,50,0.003664077385314378,9606,Homo sapiens,"","",PCK2,Q9BXC9,"R-HSA-5624125"
R-HSA-937061,"TRIF(TICAM1)-mediated TLR4 signaling ",1,107,2,500,0.007099727954349413,0.7715665780156219,0.7715665780156219,5,58,0.004250329766964678,9606,Homo sapiens,"SAA1","P0DJI8",VGF;TFF1,P01100;P05412,"R-HSA-450292;R-HSA-450325;R-HSA-168166;R-HSA-168440;R-HSA-168136"
R-HSA-166166,"MyD88-independent TLR4 cascade ",1,107,2,501,0.007099727954349413,0.7715665780156219,0.7715665780156219,5,60,0.004396892862377253,9606,Homo sapiens,"SAA1","P0DJI8",VGF;TFF1,P01100;P05412,"R-HSA-450292;R-HSA-450325;R-HSA-168166;R-HSA-168440;R-HSA-168136"
R-HSA-8868773,"rRNA processing in the nucleus and cytosol",0,208,1,397,0.013801340322473625,0.7787727911696057,0.7787727911696057,1,15,0.0010992232155943133,9606,Homo sapiens,"","",JRK,Q13895,"R-HSA-6791223"
R-HSA-5358351,"Signaling by Hedgehog",0,168,1,423,0.01114723641430562,0.7793631235976809,0.7793631235976809,2,82,0.00600908691191558,9606,Homo sapiens,"","",PRKG1,17489,"R-HSA-5610727;R-HSA-5610749"
R-HSA-5633008,"TP53 Regulates Transcription of Cell Death Genes",0,83,1,519,0.0055072656094486095,0.7851819528404864,0.7851819528404864,1,68,0.004983145244027554,9606,Homo sapiens,"","",MYBPHL,P55212,"R-HSA-6798126"
R-HSA-400253,"Circadian Clock",0,105,1,511,0.006967022758941012,0.7897281950798847,0.7897281950798847,1,59,0.004323611314670966,9606,Homo sapiens,"","",ORM1,P05121,"R-HSA-549364"
R-HSA-9711123,"Cellular response to chemical stress",0,212,1,393,0.014066750713290426,0.7902897845362155,0.7902897845362155,4,71,0.005202989887146416,9606,Homo sapiens,"","",LEF1,Q16236,"R-HSA-8932284;R-HSA-8932334;R-HSA-8932322;R-HSA-8932327"
R-HSA-2980736,"Peptide hormone metabolism",1,127,2,487,0.008426779908433416,0.7930756963693127,0.7930756963693127,17,63,0.004616737505496116,9606,Homo sapiens,"AGT","P01019",AGT;AGT,Q9BYF1,"R-HSA-2022398;R-HSA-2022399;R-HSA-2022396;R-HSA-2022393;R-HSA-2022383;R-HSA-2022412;R-HSA-2065357;R-HSA-2022381;R-HSA-2022378;R-HSA-2065355;R-HSA-2022379;R-HSA-2022411;R-HSA-2028294;R-HSA-2022405;R-HSA-2022403;R-HSA-2022368;R-HSA-8851929"
R-HSA-166058,"MyD88:MAL(TIRAP) cascade initiated on plasma membrane",1,118,2,528,0.007829606529095614,0.7958252282934535,0.7958252282934535,5,64,0.0046900190532024036,9606,Homo sapiens,"SAA1","P0DJI8",VGF;TFF1,P01100;P05412,"R-HSA-450292;R-HSA-450325;R-HSA-168166;R-HSA-168440;R-HSA-168136"
R-HSA-168179,"Toll Like Receptor TLR1:TLR2 Cascade",1,121,2,529,0.008028664322208215,0.797998974213542,0.797998974213542,5,66,0.004836582148614979,9606,Homo sapiens,"SAA1","P0DJI8",VGF;TFF1,P01100;P05412,"R-HSA-450292;R-HSA-450325;R-HSA-168166;R-HSA-168440;R-HSA-168136"
R-HSA-168188,"Toll Like Receptor TLR6:TLR2 Cascade",1,118,2,533,0.007829606529095614,0.7985388471492585,0.7985388471492585,5,66,0.004836582148614979,9606,Homo sapiens,"SAA1","P0DJI8",VGF;TFF1,P01100;P05412,"R-HSA-450292;R-HSA-450325;R-HSA-168166;R-HSA-168440;R-HSA-168136"
R-HSA-181438,"Toll Like Receptor 2 (TLR2) Cascade",1,121,2,533,0.008028664322208215,0.8001499721900881,0.8001499721900881,5,68,0.004983145244027554,9606,Homo sapiens,"SAA1","P0DJI8",VGF;TFF1,P01100;P05412,"R-HSA-450292;R-HSA-450325;R-HSA-168166;R-HSA-168440;R-HSA-168136"
R-HSA-376176,"Signaling by ROBO receptors",0,235,2,398,0.015592860460487029,0.8006841947827187,0.8006841947827187,4,60,0.004396892862377253,9606,Homo sapiens,"","",TMEM176B;CHRDL2,O75093;P17252,"R-HSA-9010396;R-HSA-9010643;R-HSA-8985799;R-HSA-9010646"
R-HSA-2173793,"Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer",0,57,1,582,0.0037820980691394067,0.803860183665964,0.803860183665964,1,44,0.0032243880990766526,9606,Homo sapiens,"","",ORM1,P05121,"R-HSA-2106586"
R-HSA-446652,"Interleukin-1 family signaling",1,167,1,507,0.01108088381660142,0.8064688058734054,0.8064688058734054,3,80,0.005862523816503005,9606,Homo sapiens,"SAA1","P0DJI8",PCK2,P84022,"R-HSA-168166;R-HSA-9008692;R-HSA-9009910"
R-HSA-212165,"Epigenetic regulation of gene expression",0,139,1,524,0.009223011080883817,0.8064688058734054,0.8064688058734054,1,34,0.002491572622013777,9606,Homo sapiens,"","",TAF10,Q92831,"R-HSA-5250930"
R-HSA-71387,"Metabolism of carbohydrates",1,457,1,186,0.030323137150819454,0.8120883457446921,0.8120883457446921,2,243,0.017807416092627877,9606,Homo sapiens,"PCK2","Q16822",PRKG1,17489,"R-HSA-372819;R-HSA-71670"
R-HSA-196854,"Metabolism of vitamins and cofactors",0,382,1,276,0.025346692323004447,0.8130927091911,0.8130927091911,1,206,0.015095998827495237,9606,Homo sapiens,"","",AGT,Q8N0U8,"R-HSA-6806647"
R-HSA-8866910,"TFAP2 (AP-2) family regulates transcription of growth factors and their receptors",0,21,1,624,0.0013934045517882026,0.8135929106625538,0.8135929106625538,2,18,0.001319067858713176,9606,Homo sapiens,"","",TFF1,P03372,"R-HSA-8937369;R-HSA-8864395"
R-HSA-72312,"rRNA processing",0,246,1,452,0.01632273903523323,0.8270766303247906,0.8270766303247906,1,21,0.0015389125018320387,9606,Homo sapiens,"","",JRK,Q13895,"R-HSA-6791223"
R-HSA-195253,"Degradation of beta-catenin by the destruction complex",1,91,3,601,0.006038086391082211,0.8330065033638304,0.8330065033638304,6,23,0.0016854755972446139,9606,Homo sapiens,"LEF1","Q9UJU2",JRK;JRK;LEF1,P35222;Q9UGI0,"R-HSA-8944349;R-HSA-6781905;R-HSA-8944352;R-HSA-4641231;R-HSA-195304;R-HSA-5229348"
R-HSA-1236394,"Signaling by ERBB4",0,82,1,607,0.00544091301174441,0.8334542792818915,0.8334542792818915,1,52,0.003810640480726953,9606,Homo sapiens,"","",MYBPHL,P14136,"R-HSA-1253321"
R-HSA-2454202,"Fc epsilon receptor (FCERI) signaling",0,235,2,482,0.015592860460487029,0.8339008751813536,0.8339008751813536,3,65,0.0047633006009086916,9606,Homo sapiens,"","",VGF;TFF1,P01100;P05412,"R-HSA-450292;R-HSA-450325;R-HSA-168136"
R-HSA-4090294,"SUMOylation of intracellular receptors",0,40,1,654,0.002654103908168005,0.8343462941174911,0.8343462941174911,1,25,0.001832038692657189,9606,Homo sapiens,"","",TFF1,P03372,"R-HSA-4090408"
R-HSA-4839726,"Chromatin organization",1,258,1,505,0.01711897020768363,0.8343462941174911,0.8343462941174911,3,85,0.006228931555034442,9606,Homo sapiens,"TAF10","Q12962",AGT,O14744,"R-HSA-3301237;R-HSA-3215391;R-HSA-3215406"
R-HSA-3247509,"Chromatin modifying enzymes",1,258,1,505,0.01711897020768363,0.8343462941174911,0.8343462941174911,3,85,0.006228931555034442,9606,Homo sapiens,"TAF10","Q12962",AGT,O14744,"R-HSA-3301237;R-HSA-3215391;R-HSA-3215406"
R-HSA-5687128,"MAPK6/MAPK4 signaling",0,106,2,597,0.007033375356645213,0.8347905391378074,0.8347905391378074,1,40,0.0029312619082515023,9606,Homo sapiens,"","",TFF1;VGF,P05412,"R-HSA-5692761"
R-HSA-6807070,"PTEN Regulation",0,171,2,533,0.01134629420741822,0.8356755195822692,0.8356755195822692,1,56,0.004103766671552103,9606,Homo sapiens,"","",TFF1;VGF,P05412,"R-HSA-8944047"
R-HSA-5693567,"HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)",0,124,1,613,0.008227722115320815,0.8400310127180449,0.8400310127180449,5,42,0.0030778250036640775,9606,Homo sapiens,"","",TMEM176B,Q92993,"R-HSA-5693589;R-HSA-5686469;R-HSA-5686483;R-HSA-5686657;R-HSA-5686410"
R-HSA-5693538,"Homology Directed Repair",0,130,1,616,0.008625837701546015,0.8421660111426502,0.8421660111426502,5,50,0.003664077385314378,9606,Homo sapiens,"","",TMEM176B,Q92993,"R-HSA-5693589;R-HSA-5686469;R-HSA-5686483;R-HSA-5686657;R-HSA-5686410"
R-HSA-109581,"Apoptosis",2,192,2,1129,0.012739698759206422,0.842490874482202,0.842490874482202,3,141,0.010332698226586546,9606,Homo sapiens,"HIST1H1D","P16403;P16402",JRK;LEF1,P35222,"R-HSA-211239;R-HSA-202969;R-HSA-211247"
R-HSA-8986944,"Transcriptional Regulation by MECP2",2,100,1,1164,0.006635259770420012,0.8447902523845354,0.8447902523845354,3,77,0.0056426791733841415,9606,Homo sapiens,"CRH","ENSG00000147571;P06850",CDCA7,P42858,"R-HSA-9023592;R-HSA-9017983;R-HSA-9017988"
R-HSA-983169,"Class I MHC mediated antigen processing & presentation",0,474,1,269,0.03145113131179086,0.8512320757127755,0.8512320757127755,5,48,0.003517514289901803,9606,Homo sapiens,"","",MYBPHL,P27797,"R-HSA-8951595;R-HSA-8863858;R-HSA-983161;R-HSA-983142;R-HSA-8863914"
R-HSA-9694516,"SARS-CoV-2 Infection",0,112,2,646,0.0074314909428704135,0.8582674178057236,0.8582674178057236,5,118,0.008647222629341932,9606,Homo sapiens,"","",AGT;AGT,Q9BYF1,"R-HSA-9694579;R-HSA-9694661;R-HSA-9699007;R-HSA-9694287;R-HSA-9698988"
R-HSA-111465,"Apoptotic cleavage of cellular proteins",0,38,2,718,0.0025213987127596046,0.8586485339562513,0.8586485339562513,1,38,0.002784698812838927,9606,Homo sapiens,"","",JRK;LEF1,P35222,"R-HSA-202969"
R-HSA-372790,"Signaling by GPCR",4,871,2,1541,0.057793112600358305,0.8605886542757937,0.8605886542757937,28,360,0.02638135717426352,9606,Homo sapiens,"DGKQ;CRH;SAA1;AGT","P01019;P52824;P06850;P0DJI8",TMEM176B;PRKG1,P17252;17489,"R-HSA-749448;R-HSA-392129;R-HSA-749454;R-HSA-8937613;R-HSA-426240;R-HSA-749452;R-HSA-400015;R-HSA-420173;R-HSA-111955;R-HSA-9644869;R-HSA-8937631;R-HSA-374173;R-HSA-749456;R-HSA-111962;R-HSA-379044;R-HSA-9615348;R-HSA-8951727;R-HSA-380073;R-HSA-391913;R-HSA-379048;R-HSA-9708261;R-HSA-170676;R-HSA-9705507;R-HSA-9629675;R-HSA-111930;R-HSA-744887;R-HSA-744886;R-HSA-418553"
R-HSA-166016,"Toll Like Receptor 4 (TLR4) Cascade",1,151,2,663,0.010019242253334218,0.8638795858154495,0.8638795858154495,5,95,0.006961747032097318,9606,Homo sapiens,"SAA1","P0DJI8",VGF;TFF1,P01100;P05412,"R-HSA-450292;R-HSA-450325;R-HSA-168166;R-HSA-168440;R-HSA-168136"
R-HSA-8939211,"ESR-mediated signaling",2,257,3,1144,0.01705261760997943,0.8726252498416991,0.8726252498416991,11,112,0.008207533343104206,9606,Homo sapiens,"TFF1","ENSG00000160182;P04155",VGF;TAF10;JRK,P01100;P20226;O60341,"R-HSA-9009533;R-HSA-9018494;R-HSA-9011985;R-HSA-9011984;R-HSA-9009536;R-HSA-9023859;R-HSA-9625465;R-HSA-9023861;R-HSA-9009541;R-HSA-9023860;R-HSA-9009526"
R-HSA-5617472,"Activation of anterior HOX genes in hindbrain development during early embryogenesis",0,116,3,683,0.007696901333687214,0.8747949500928873,0.8747949500928873,3,43,0.003151106551370365,9606,Homo sapiens,"","",TFF1;VGF;CHRDL2,P49639;P05412,"R-HSA-5617458;R-HSA-5617661;R-HSA-5617452"
R-HSA-5619507,"Activation of HOX genes during differentiation",0,116,3,683,0.007696901333687214,0.8747949500928873,0.8747949500928873,3,43,0.003151106551370365,9606,Homo sapiens,"","",TFF1;VGF;CHRDL2,P49639;P05412,"R-HSA-5617458;R-HSA-5617661;R-HSA-5617452"
R-HSA-201722,"Formation of the beta-catenin:TCF transactivating complex",1,67,3,754,0.004445624046181408,0.8794379861749604,0.8794379861749604,13,13,9.526601201817383E-4,9606,Homo sapiens,"LEF1","Q9UJU2",TMEM176B;JRK;LEF1,P35222;Q92993,"R-HSA-3299569;R-HSA-4411367;R-HSA-3322422;R-HSA-3451153;R-HSA-3364026;R-HSA-3322427;R-HSA-3322424;R-HSA-4411372;R-HSA-201712;R-HSA-4411351;R-HSA-3364014;R-HSA-4411357;R-HSA-3451147"
R-HSA-977225,"Amyloid fiber formation",1,89,0,740,0.005905381195673811,0.880410683468717,0.880410683468717,2,33,0.0024182910743074893,9606,Homo sapiens,"SAA1","",,,"R-HSA-976734;R-HSA-977136"
R-HSA-450531,"Regulation of mRNA stability by proteins that bind AU-rich elements",0,93,1,732,0.006170791586490611,0.8823329976194686,0.8823329976194686,1,26,0.0019053202403634766,9606,Homo sapiens,"","",TMEM176B,P17252,"R-HSA-450550"
R-HSA-168898,"Toll-like Receptor Cascades",1,188,2,742,0.012474288368389623,0.8994175798627561,0.8994175798627561,5,185,0.013557086325663197,9606,Homo sapiens,"SAA1","P0DJI8",VGF;TFF1,P01100;P05412,"R-HSA-450292;R-HSA-450325;R-HSA-168166;R-HSA-168440;R-HSA-168136"
R-HSA-9612973,"Autophagy",0,166,1,761,0.011014531218897219,0.9031613711363683,0.9031613711363683,4,108,0.007914407152279056,9606,Homo sapiens,"","",MYBPHL,P14136,"R-HSA-9626034;R-HSA-9626039;R-HSA-9626046;R-HSA-9625197"
R-HSA-425407,"SLC-mediated transmembrane transport",0,421,1,508,0.02793444363346825,0.9112119479090803,0.9112119479090803,1,191,0.013996775611900924,9606,Homo sapiens,"","",KIAA1644,Q92504,"R-HSA-442393"
R-HSA-170834,"Signaling by TGF-beta Receptor Complex",0,101,2,848,0.006701612368124212,0.9121708263584501,0.9121708263584501,2,93,0.006815183936684743,9606,Homo sapiens,"","",PCK2;ORM1,P05121;P84022,"R-HSA-2106586;R-HSA-2187375"
R-HSA-5693532,"DNA Double-Strand Break Repair",0,168,1,820,0.01114723641430562,0.9133551228235121,0.9133551228235121,6,111,0.008134251795397918,9606,Homo sapiens,"","",TMEM176B,Q92993,"R-HSA-5693589;R-HSA-5686469;R-HSA-5686483;R-HSA-5686657;R-HSA-5693599;R-HSA-5686410"
R-HSA-9022692,"Regulation of MECP2 expression and activity",0,39,1,897,0.0025877513104638045,0.9161337774063795,0.9161337774063795,1,14,0.0010259416678880258,9606,Homo sapiens,"","",CDCA7,P42858,"R-HSA-9023592"
R-HSA-202733,"Cell surface interactions at the vascular wall",0,257,1,711,0.01705261760997943,0.9186038369760909,0.9186038369760909,1,65,0.0047633006009086916,9606,Homo sapiens,"","",JRK,Q9NRD5,"R-HSA-8858435"
R-HSA-9658195,"Leishmania infection",1,406,3,587,0.02693915466790525,0.9210023653021854,0.9210023653021854,5,95,0.006961747032097318,9606,Homo sapiens,"CRH","P06850",TFF1;VGF;PRKG1,P05412;17489,"R-HSA-392129;R-HSA-8951727;R-HSA-9660824;R-HSA-111930;R-HSA-9673789"
R-HSA-157118,"Signaling by NOTCH",0,259,3,755,0.017185322805387832,0.924161477952527,0.924161477952527,2,154,0.011285358346768283,9606,Homo sapiens,"","",TFF1;VGF;PCK2,P05412;P84022,"R-HSA-9605414;R-HSA-1912401"
R-HSA-5688426,"Deubiquitination",1,289,1,782,0.019175900736513835,0.9243676138837208,0.9243676138837208,3,77,0.0056426791733841415,9606,Homo sapiens,"TAF10","Q12962",JRK,O75604;Q9UGI0,"R-HSA-5689972;R-HSA-6781905;R-HSA-5690080"
R-HSA-9679506,"SARS-CoV Infections",0,217,2,817,0.014398513701811427,0.928765813895267,0.928765813895267,10,258,0.01890663930822219,9606,Homo sapiens,"","",AGT;AGT,Q9BYF1,"R-HSA-9694579;R-HSA-9683488;R-HSA-9678128;R-HSA-9695415;R-HSA-9686710;R-HSA-9694661;R-HSA-9686731;R-HSA-9699007;R-HSA-9694287;R-HSA-9698988"
R-HSA-112314,"Neurotransmitter receptors and postsynaptic signal transmission",0,232,2,796,0.015393802667374428,0.9314327545594421,0.9314327545594421,5,109,0.007987688699985344,9606,Homo sapiens,"","",JRK;PRKG1,Q9NRD5;17489,"R-HSA-8951727;R-HSA-421007;R-HSA-416639;R-HSA-442715;R-HSA-416985"
R-HSA-381038,"XBP1(S) activates chaperone genes",0,95,1,917,0.006303496781899011,0.9316194502276333,0.9316194502276333,1,47,0.0034442327421955153,9606,Homo sapiens,"","",CDCA7,O76024,"R-HSA-1791169"
R-HSA-5357801,"Programmed Cell Death",2,238,2,1481,0.01579191825359963,0.9316603575185997,0.9316603575185997,3,197,0.014436464898138648,9606,Homo sapiens,"HIST1H1D","P16403;P16402",JRK;LEF1,P35222,"R-HSA-211239;R-HSA-202969;R-HSA-211247"
R-HSA-9006936,"Signaling by TGFB family members",0,130,2,920,0.008625837701546015,0.9319913440892527,0.9319913440892527,2,118,0.008647222629341932,9606,Homo sapiens,"","",PCK2;ORM1,P05121;P84022,"R-HSA-2106586;R-HSA-2187375"
R-HSA-381070,"IRE1alpha activates chaperones",0,101,1,921,0.006701612368124212,0.932912404534595,0.932912404534595,1,53,0.0038839220284332407,9606,Homo sapiens,"","",CDCA7,O76024,"R-HSA-1791169"
R-HSA-381753,"Olfactory Signaling Pathway",0,887,1,130,0.058854754163625504,0.9332773863295862,0.9332773863295862,2,13,9.526601201817383E-4,9606,Homo sapiens,"","",PRKG1,17489,"R-HSA-9712183;R-HSA-9712199"
R-HSA-1474244,"Extracellular matrix organization",0,329,1,739,0.02183000464468184,0.9334591447400892,0.9334591447400892,1,319,0.02337681371830573,9606,Homo sapiens,"","",ORM1,P05121,"R-HSA-2396079"
R-HSA-195258,"RHO GTPase Effectors",1,326,1,741,0.02163094685156924,0.9343606631555248,0.9343606631555248,3,113,0.008280814890810494,9606,Homo sapiens,"PCK2","Q16513",JRK,O60341,"R-HSA-5623667;R-HSA-5625870;R-HSA-5625849"
R-HSA-1852241,"Organelle biogenesis and maintenance",0,338,2,784,0.02242717802401964,0.9359532460815013,0.9359532460815013,2,86,0.00630221310274073,9606,Homo sapiens,"","",PCK2;JRK,Q9BXC9;P13196,"R-HSA-1592238;R-HSA-5624125"
R-HSA-162906,"HIV Infection",1,263,0,835,0.017450733196204632,0.9378482350200725,0.9378482350200725,12,160,0.01172504763300601,9606,Homo sapiens,"TAF10","",,,"R-HSA-9613490;R-HSA-167474;R-HSA-167136;R-HSA-167121;R-HSA-167477;R-HSA-9613498;R-HSA-167130;R-HSA-167113;R-HSA-167097;R-HSA-167118;R-HSA-167134;R-HSA-167484"
R-HSA-8957322,"Metabolism of steroids",0,330,1,745,0.02189635724238604,0.9393576033234466,0.9393576033234466,1,245,0.017953979188040453,9606,Homo sapiens,"","",KIAA1644,Q8IY26,"R-HSA-8952137"
R-HSA-8878171,"Transcriptional regulation by RUNX1",0,261,3,868,0.01731802800079623,0.9445899949375601,0.9445899949375601,5,132,0.009673164297229957,9606,Homo sapiens,"","",TAF10;SIX3;SMOC1,Q92570;Q92831,"R-HSA-8936616;R-HSA-8935740;R-HSA-8937037;R-HSA-8938034;R-HSA-8936979"
R-HSA-9006931,"Signaling by Nuclear Receptors",2,387,3,1402,0.025678455311525447,0.9447288114689482,0.9447288114689482,11,193,0.014143338707313498,9606,Homo sapiens,"TFF1","ENSG00000160182;P04155",VGF;TAF10;JRK,P01100;P20226;O60341,"R-HSA-9009533;R-HSA-9018494;R-HSA-9011985;R-HSA-9011984;R-HSA-9009536;R-HSA-9023859;R-HSA-9625465;R-HSA-9023861;R-HSA-9009541;R-HSA-9023860;R-HSA-9009526"
R-HSA-1257604,"PIP3 activates AKT signaling",0,319,2,830,0.021166478667639838,0.9471096394488542,0.9471096394488542,1,86,0.00630221310274073,9606,Homo sapiens,"","",TFF1;VGF,P05412,"R-HSA-8944047"
R-HSA-5683057,"MAPK family signaling cascades",0,380,2,818,0.025213987127596045,0.9515507572075842,0.9515507572075842,1,122,0.008940348820167083,9606,Homo sapiens,"","",TFF1;VGF,P05412,"R-HSA-5692761"
R-HSA-8864260,"Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors",0,52,2,1110,0.003450335080618406,0.9528618870091473,0.9528618870091473,3,44,0.0032243880990766526,9606,Homo sapiens,"","",TFF1;PCK2,P03372;P10809,"R-HSA-8869558;R-HSA-8937369;R-HSA-8864395"
R-HSA-5633007,"Regulation of TP53 Activity",1,178,4,1024,0.011810762391347622,0.9555027930533604,0.9555027930533604,6,98,0.007181591675216181,9606,Homo sapiens,"TAF10","Q12962",JRK;PID1;AGT;CHRDL2,Q8N9N5;O14744;O75604;Q12837,"R-HSA-6805399;R-HSA-5689972;R-HSA-6805022;R-HSA-6804379;R-HSA-6804425;R-HSA-3221982"
R-HSA-109582,"Hemostasis",3,803,2,1729,0.05328113595647269,0.9569009085947652,0.9569009085947652,9,334,0.024476036933900044,9606,Homo sapiens,"ORM1;DGKQ;PRKG1","P52824;P02763;Q13976-1",JRK;ORM1,Q9NRD5;P05121,"R-HSA-158800;R-HSA-418549;R-HSA-8858435;R-HSA-418451;R-HSA-426240;R-HSA-481007;R-HSA-158795;R-HSA-418442;R-HSA-159005"
R-HSA-8863678,"Neurodegenerative Diseases",0,30,5,1194,0.0019905779311260034,0.9607899569363751,0.9607899569363751,4,22,0.0016121940495383263,9606,Homo sapiens,"","",TFF1;VGF;PID1;DLGAP3;MYBPHL,Q15078;P05412;Q08379,"R-HSA-8863013;R-HSA-8868260;R-HSA-8863012;R-HSA-8868666"
R-HSA-8862803,"Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models",0,30,5,1194,0.0019905779311260034,0.9607899569363751,0.9607899569363751,4,22,0.0016121940495383263,9606,Homo sapiens,"","",TFF1;VGF;PID1;DLGAP3;MYBPHL,Q15078;P05412;Q08379,"R-HSA-8863013;R-HSA-8868260;R-HSA-8863012;R-HSA-8868666"
R-HSA-9734009,"Defective Intrinsic Pathway for Apoptosis",0,33,5,1194,0.002189635724238604,0.9610052534212635,0.9610052534212635,4,24,0.0017587571449509014,9606,Homo sapiens,"","",TFF1;VGF;PID1;DLGAP3;MYBPHL,Q15078;P05412;Q08379,"R-HSA-8863013;R-HSA-8868260;R-HSA-8863012;R-HSA-8868666"
R-HSA-195721,"Signaling by WNT",2,332,4,1658,0.022029062437794438,0.9643454778989682,0.9643454778989682,35,157,0.011505202989887147,9606,Homo sapiens,"LEF1;PRKG1","Q13976;Q9UJU2",TMEM176B;JRK;JRK;LEF1,Q96MT3;P17252;P35222;Q92993;Q9UGI0,"R-HSA-3299569;R-HSA-3322422;R-HSA-201669;R-HSA-4641231;R-HSA-3364026;R-HSA-3322427;R-HSA-3322424;R-HSA-4608855;R-HSA-4608852;R-HSA-4411351;R-HSA-5368580;R-HSA-8944349;R-HSA-201685;R-HSA-4551453;R-HSA-3364014;R-HSA-3769383;R-HSA-5665608;R-HSA-4411357;R-HSA-8944362;R-HSA-3361751;R-HSA-4411367;R-HSA-4332390;R-HSA-3451153;R-HSA-4411365;R-HSA-8944352;R-HSA-195304;R-HSA-5229348;R-HSA-5626938;R-HSA-4411372;R-HSA-201712;R-HSA-4411383;R-HSA-6781905;R-HSA-3772430;R-HSA-3364042;R-HSA-3451147"
R-HSA-9006925,"Intracellular signaling by second messengers",0,366,3,951,0.024285050759737244,0.965648526896668,0.965648526896668,4,114,0.008354096438516782,9606,Homo sapiens,"","",TFF1;VGF;PRKG1,P05412;17489,"R-HSA-111955;R-HSA-8944047;R-HSA-8951727;R-HSA-111930"
R-HSA-9645723,"Diseases of programmed cell death",0,90,5,1198,0.005971733793378011,0.966859207875508,0.966859207875508,4,28,0.0020518833357760515,9606,Homo sapiens,"","",TFF1;VGF;PID1;DLGAP3;MYBPHL,Q15078;P05412;Q08379,"R-HSA-8863013;R-HSA-8868260;R-HSA-8863012;R-HSA-8868666"
R-HSA-112315,"Transmission across Chemical Synapses",0,343,2,1086,0.02275894101254064,0.9768790547202686,0.9768790547202686,5,163,0.011944892276124872,9606,Homo sapiens,"","",JRK;PRKG1,Q9NRD5;17489,"R-HSA-8951727;R-HSA-421007;R-HSA-416639;R-HSA-442715;R-HSA-416985"
