Gene	YF2_OO_sc.1	YF2_OO_sc.2	YF2_OO_sc.3	YF2_OO_sc.4	YF2_OO_sc.5	YF2_OO_sc.6	YF2_OO_sc.7	YF2_OO_sc.8	YF2_OO_sc.9
PNLIPRP2	0	0	0	0	0	1	0	0	0
PNLIPRP3	0	3	0	0	0	0	0	0	0
PNMA1	0	0	0	0	0	0	0	0	0
PNMA2	0	0	0	0	0	0	0	0	0
PNMA3	0	0	0	0	0	0	0	0	0
PNMA6A	0	0	0	0	0	0	0	0	0
PNMA6E	0	0	0	0	0	0	0	0	0
PNMA6F	0	0	0	0	0	0	0	0	0
PNMA8A	0	0	0	20	0	20	0	0	2
PNMA8C	0	0	0	0	0	0	0	0	0
PNMT	0	0	0	0	0	0	0	0	0
PNN	114	0	0	157	0	114	0	0	0
PNO1	0	0	0	0	0	1	0	0	0
PNOC	0	0	0	2	0	0	0	0	0
PNPLA1	0	0	0	0	0	0	0	0	0
PNPLA2	0	0	0	3	0	0	0	0	0
PNPLA3	0	0	0	3	0	2	0	0	0
PNPLA4	20	0	0	145	1	47	0	0	3
PNPLA5	0	0	0	0	0	0	0	0	0
PNPLA6	0	0	0	12	0	0	0	0	0
PNPLA7	0	0	0	3	0	0	0	0	0
PNPLA8	47	0	0	79	0	60	0	0	0
PNPO	26	0	0	72	0	34	0	0	0
PNPT1	0	0	0	18	0	14	0	0	0
PNRC1	0	0	0	1	0	2	0	0	0
POC1A	0	0	0	3	0	2	0	0	0
POC1B	7	0	0	1	0	5	0	1	0
POC5	24	0	0	76	0	16	0	0	0
PODN	0	0	0	0	0	0	0	0	0
PODNL1	0	0	0	0	0	0	0	0	0
PODXL	5	0	0	8	0	21	0	0	0
PODXL2	0	0	0	0	0	0	0	0	0
POF1B	0	0	0	0	0	0	0	0	0
POFUT1	0	0	0	0	0	0	0	0	0
POFUT2	1	0	0	1	0	11	0	0	0
POGK	0	0	0	6	0	1	0	0	0
POGLUT1	0	0	0	0	0	0	0	0	0
POGZ	56	0	0	50	0	70	0	0	0
POLA1	11	0	0	26	0	20	0	0	0
POLA2	0	0	0	9	0	2	0	0	0
POLB	79	0	0	80	0	32	0	0	0
POLD1	0	0	0	8	0	2	0	0	0
POLD2	1	0	0	46	0	26	0	0	0
POLD3	127	0	0	127	0	83	0	1	0
POLD4	0	0	0	0	0	0	0	0	0
POLDIP2	1	0	2	72	2	45	0	0	0
POLDIP3	6	0	0	12	0	11	0	0	0
POLE2	3	0	0	0	0	5	0	0	0
POLE3	82	0	0	106	0	75	0	0	0
POLE4	4	0	2	302	1	54	0	0	0
POLG	0	0	0	6	0	0	0	0	0
POLG2	8	0	0	47	0	26	0	0	0
POLH	0	0	0	17	0	13	0	1	0
POLI	2	0	0	14	0	37	0	0	0
POLK	9	0	0	19	0	17	0	1	0
POLL	1	0	0	1	0	6	0	0	0
POLM	0	0	0	2	0	4	0	0	0
POLN	0	0	0	0	0	1	0	0	0
POLQ	10	0	0	1	0	11	0	0	0
POLR1A	0	0	0	3	0	1	0	0	0
POLR1B	0	0	0	5	0	12	0	0	0
POLR1C	0	0	0	14	0	1	0	0	0
POLR1D	8	0	0	74	0	49	0	1	0
POLR1E	3	0	1	75	0	39	0	0	0
POLR2B	2	0	0	21	0	13	0	0	0
POLR2C	26	0	0	51	0	24	0	0	0
POLR2D	6	0	0	275	0	110	0	0	0
POLR2E	1	0	0	51	1	14	0	0	0
POLR2F	17	0	0	500	0	187	0	0	0
POLR2G	0	0	0	138	0	45	0	0	0
POLR2H	5	0	0	61	0	29	0	0	0
POLR2I	0	0	1	471	1	201	0	0	0
POLR2L	0	0	1	240	0	67	0	0	0
POLR3A	0	0	0	3	1	0	0	2	0
POLR3B	6	0	0	33	0	30	0	0	0
POLR3C	3	0	0	31	0	18	0	0	0
POLR3D	2	0	0	45	0	3	0	0	0
POLR3E	0	0	0	7	0	7	0	1	0
POLR3F	0	0	0	0	0	20	0	0	0
POLR3G	67	0	0	134	0	55	0	0	0
POLR3H	0	0	0	61	0	16	0	0	0
POLR3K	15	0	0	319	1	153	0	0	0
POLRMT	0	0	0	3	0	6	0	0	0
POMC	0	0	0	3	0	1	0	0	0
POMGNT1	0	0	0	0	0	0	0	0	0
POMGNT2	0	0	0	6	0	0	0	0	0
POMK	3	0	0	9	0	0	0	0	0
POMP	37	0	0	504	1	356	0	0	1
POMT1	0	0	0	1	0	1	0	0	0
POMT2	0	0	0	0	0	0	0	0	0
PON1	3	0	0	71	0	69	0	0	0
PON2	12	0	2	80	0	10	0	0	0
PON3	4	1	0	25	0	38	0	0	0
POP1	7	0	0	20	0	4	0	0	0
POP4	1	0	0	145	0	49	0	0	0
POP5	8	0	0	317	1	106	0	1	0
POP7	0	0	0	37	0	10	0	0	0
POPDC2	0	0	0	0	0	0	0	0	0
POPDC3	0	0	0	6	0	3	0	0	0
POR	1	0	0	12	0	2	0	0	0
PORCN	0	0	0	0	0	0	0	0	0
POSTN	0	0	0	0	0	2	0	0	0
POT1	19	0	0	21	0	13	0	0	0
POU1F1	7	0	0	24	0	3	0	0	0
POU2AF1	0	0	0	0	0	0	0	0	0
POU2F1	5	0	0	5	0	9	0	0	0
POU2F2	0	0	0	5	0	0	0	0	0
POU2F3	0	0	0	9	0	13	0	0	0
POU3F4	0	0	0	0	0	0	0	0	0
POU4F2	0	0	0	0	0	0	0	0	0
POU5F1	1	0	0	42	0	12	0	0	0
POU6F1	0	0	0	0	0	0	0	0	0
POU6F2	0	0	0	0	0	0	0	0	0
PP2D1	0	0	0	0	0	0	0	0	0
PPA1	0	0	0	71	0	27	0	0	0
PPA2	5	0	0	10	0	18	0	0	0
PPAN	0	0	0	2	0	1	0	0	0
PPARA	0	0	0	0	0	0	0	0	0
PPARD	2	0	0	7	0	7	0	0	0
PPARG	0	0	0	5	0	1	0	0	0
PPARGC1A	0	0	0	0	0	0	0	0	0
PPARGC1B	3	0	0	0	0	0	0	0	0
PPAT	0	0	0	25	0	11	0	0	0
PPBP	0	0	0	0	0	0	0	0	0
PPCDC	0	0	0	25	0	4	0	0	0
PPCS	3	0	0	84	0	39	0	0	0
PPDPF	0	0	0	58	0	3	0	0	0
PPDPFL	0	0	0	0	0	0	0	0	0
PPEF1	3	0	0	23	0	27	0	0	0
PPEF2	0	0	0	0	0	0	0	0	0
PPFIA1	20	0	0	50	1	21	0	0	0
PPFIA2	0	0	0	1	0	4	0	0	0
PPFIA3	0	0	0	2	0	0	0	0	0
PPFIA4	0	0	0	0	0	0	0	0	0
PPFIBP1	10	1	0	18	0	5	0	0	0
PPFIBP2	11	0	0	54	2	35	0	0	0
PPHLN1	65	0	1	151	0	36	0	0	0
PPIA	45	0	1	429	0	111	0	0	0
PPIB	2	0	0	45	1	25	0	0	0
PPIC	0	0	0	30	0	30	0	0	0
PPID	22	0	0	76	1	33	0	1	0
PPIE	4	0	0	76	0	25	0	0	0
PPIF	0	0	0	18	0	32	0	0	0
PPIG	174	0	0	260	1	139	0	0	0
PPIH	6	0	0	43	0	22	0	0	0
PPIL1	4	0	0	176	0	50	0	0	0
PPIL3	3	0	0	45	0	7	0	0	0
PPIL4	110	0	0	219	0	36	0	0	0
PPIL6	0	0	0	8	0	3	0	0	0
PPIP5K1	0	0	0	0	0	0	0	0	0
PPIP5K2	20	0	0	43	0	22	0	0	2
PPL	1	0	0	54	0	16	0	1	0
PPM1A	0	0	0	5	0	0	0	0	0
PPM1B	52	0	0	20	0	87	0	0	0
PPM1D	0	0	0	5	0	0	0	0	0
PPM1E	0	0	0	8	0	3	0	0	0
PPM1F	0	0	0	3	0	7	0	0	0
PPM1G	18	0	0	46	1	25	0	0	0
PPM1H	0	0	0	46	0	22	0	0	0
PPM1J	0	0	0	0	0	0	0	0	0
PPM1K	0	0	0	0	0	0	0	0	0
PPM1L	0	0	0	0	0	0	0	0	0
PPM1M	0	0	0	0	0	0	0	0	0
PPM1N	0	0	0	1	0	1	0	0	0
PPME1	11	0	0	21	0	9	0	0	0
PPOX	1	0	0	1	0	8	0	0	0
PPP1CA	0	0	0	15	0	2	0	0	0
PPP1CB	192	0	6	143	3	395	0	1	0
PPP1CC	47	0	0	53	0	79	0	0	0
PPP1R10	4	0	0	21	0	6	0	0	0
PPP1R12A	79	0	2	79	0	55	0	0	0
PPP1R12B	5	0	0	3	0	0	0	1	0
PPP1R12C	0	0	0	1	0	1	0	0	0
PPP1R13B	2	0	0	17	1	12	0	0	0
PPP1R13L	0	0	0	0	0	0	0	0	0
PPP1R14A	0	0	0	0	0	0	0	0	0
PPP1R14C	2	0	0	23	0	1	0	0	0
PPP1R15A	5	0	0	24	0	4	0	0	0
PPP1R15B	0	0	0	5	0	2	0	0	0
PPP1R16A	0	0	0	0	0	0	0	0	0
PPP1R16B	0	0	0	0	0	0	0	0	0
PPP1R17	0	0	0	0	0	0	0	0	0
PPP1R18	0	0	0	0	0	0	0	0	0
PPP1R1A	0	0	0	0	0	0	0	0	0
PPP1R1B	0	0	0	0	0	0	0	0	0
PPP1R1C	0	0	0	0	0	6	0	0	0
PPP1R21	0	1	0	14	0	0	0	0	0
PPP1R26	0	0	0	0	0	0	0	0	0
PPP1R27	0	0	0	0	0	0	0	0	0
PPP1R32	0	0	0	0	0	0	0	0	0
PPP1R35	3	0	0	19	0	6	0	0	0
PPP1R36	0	0	0	3	0	0	0	0	0
PPP1R37	0	0	0	0	0	0	0	0	0
PPP1R3A	505	0	1	186	3	271	1	0	0
PPP1R3B	0	0	0	0	0	0	0	0	0
PPP1R3C	0	0	0	2	0	21	0	0	0
PPP1R3D	0	0	0	0	0	0	0	0	0
PPP1R3E	0	0	0	0	0	0	0	0	0
PPP1R3F	0	0	0	0	0	0	0	0	0
PPP1R42	0	0	0	0	0	0	0	0	0
PPP1R7	4	0	0	32	0	15	0	0	0
PPP1R8	0	0	0	8	0	17	0	0	0
PPP1R9A	18	0	0	23	0	12	0	0	0
PPP1R9B	0	0	0	0	0	3	0	0	0
PPP2CA	7	0	0	88	0	59	0	0	0
PPP2CB	0	0	0	14	0	11	0	0	0
PPP2R1A	3	0	0	3	0	1	0	0	0
PPP2R1B	8	0	0	49	0	29	0	0	0
PPP2R2A	44	0	0	85	2	59	0	0	0
PPP2R2B	4	0	0	27	0	17	0	0	0
PPP2R2C	0	0	0	5	0	2	0	0	0
PPP2R2D	0	0	0	38	0	14	0	0	0
PPP2R3A	1	0	0	12	0	16	0	0	0
PPP2R3C	215	0	0	449	1	215	1	0	0
PPP2R5A	7	0	0	30	0	6	0	0	0
PPP2R5B	0	0	0	4	0	0	0	0	0
PPP2R5D	0	0	0	10	0	8	0	0	0
PPP2R5E	3	0	0	4	0	4	0	0	0
PPP3CA	0	0	0	1	0	8	0	0	1
PPP3CB	5	0	0	3	0	4	0	0	0
PPP3CC	0	0	0	4	0	0	0	0	0
PPP4C	3	0	0	96	1	13	0	0	0
PPP4R1	3	0	0	0	3	24	0	0	0
PPP4R2	23	0	0	38	0	39	0	0	0
PPP4R3A	2	0	0	9	0	2	0	0	0
PPP4R3B	6	0	0	13	0	12	0	0	0
PPP4R4	19	0	0	41	0	47	0	0	0
PPP5C	0	0	0	0	0	0	0	0	0
PPP6C	12	0	0	31	0	11	0	0	0
PPP6R1	0	0	0	0	0	0	0	0	0
PPP6R2	0	0	0	2	0	6	0	0	0
PPP6R3	3	0	0	29	0	44	0	0	0
PPRC1	3	0	0	37	0	32	0	0	0
PPT1	0	0	0	5	0	9	0	0	0
PPTC7	10	0	0	2	0	28	0	0	0
PPWD1	11	0	0	21	0	41	0	1	0
PPY	1	0	0	16	0	0	0	0	0
PQBP1	1	0	0	293	0	85	0	0	0
PQLC1	0	0	0	0	0	0	0	0	0
PQLC2	0	0	0	0	0	0	0	0	0
PQLC2L	0	0	0	0	0	0	0	0	0
PQLC3	0	0	0	21	0	10	0	0	0
PRAC1	0	0	0	0	0	0	0	0	0
PRAC2	0	0	0	0	0	0	0	0	0
PRADC1	5	0	1	126	0	50	0	0	0
PRAF2	0	0	0	3	0	3	0	0	0
PRAG1	0	0	0	0	0	0	0	0	0
PRAM1	0	0	0	0	0	0	0	0	0
PRAMEF12	0	0	0	0	0	0	0	0	0
PRAP1	0	0	0	0	0	0	0	0	0
PRC1	247	0	2	484	1	177	0	0	0
PRCC	0	0	0	7	0	13	0	0	0
PRCD	0	0	0	37	0	15	0	0	0
PRCP	0	0	0	0	0	1	0	0	0
PRDM1	0	0	0	2	0	0	0	0	0
PRDM10	9	0	0	25	0	31	0	0	0
PRDM11	0	0	0	0	0	0	0	0	0
PRDM12	0	0	0	0	0	0	0	0	0
PRDM13	0	0	0	0	0	0	0	0	0
PRDM14	0	0	0	0	0	0	0	0	0
PRDM15	9	0	0	41	0	28	0	2	0
PRDM16	0	0	0	0	0	0	0	0	0
PRDM2	9	0	0	10	0	31	0	0	0
PRDM4	6	0	0	28	0	31	0	0	0
PRDM5	0	0	0	0	0	0	0	0	0
PRDM6	0	0	0	0	0	0	0	0	0
PRDM8	0	0	0	0	0	0	0	0	0
PRDM9	0	0	0	0	0	0	0	0	0
PRDX1	5	0	0	242	0	118	0	0	0
PRDX2	14	0	3	1791	1	262	1	0	0
PRDX3	159	0	0	187	1	105	0	0	1
PRDX4	3	0	1	126	2	55	0	0	0
PRDX5	1	2	0	42	0	10	0	0	0
PRDX6	0	0	0	37	0	30	0	0	0
PREB	1	0	0	29	0	27	0	0	0
PRELID1	0	0	0	28	0	11	0	1	0
PRELID2	128	0	0	118	0	91	0	0	0
PRELID3A	0	0	0	0	0	0	0	0	0
PRELID3B	0	0	0	37	0	19	0	0	0
PRELP	0	0	0	3	0	2	0	0	0
PREP	6	0	1	15	1	29	0	0	0
PREPL	482	1	3	341	0	268	0	0	0
PREX1	0	0	0	37	0	9	0	0	0
PREX2	13	0	0	60	0	4	0	0	0
PRF1	0	0	0	0	0	0	0	0	0
PRG2	0	0	0	2	0	0	0	0	0
PRG3	7	0	1	246	2	122	0	0	0
PRG4	0	0	0	10	0	0	0	0	0
PRICKLE1	1	0	0	3	0	0	0	0	0
PRICKLE2	0	0	0	1	0	0	0	0	0
PRICKLE3	0	0	0	0	0	0	0	0	0
PRIM1	1	1	0	64	0	47	0	0	0
PRIM2	5	0	0	7	0	7	0	0	0
PRIMA1	0	0	0	0	0	0	0	0	0
PRIMPOL	4	0	0	36	0	42	0	0	0
PRKAA1	0	0	0	22	0	11	0	0	0
PRKAA2	0	0	0	5	0	3	0	0	0
PRKAB1	2	0	1	13	1	35	0	0	0
PRKAB2	1	0	0	9	0	4	0	0	0
PRKACA	0	0	0	3	0	0	0	0	0
PRKACB	1	0	0	0	0	5	0	0	0
PRKACG	0	0	0	0	0	0	0	0	0
PRKAG1	0	0	0	13	3	2	0	0	0
PRKAG2	6	0	1	108	0	46	0	0	0
PRKAG3	0	0	0	0	0	0	0	0	0
PRKAR1B	0	0	0	0	0	0	0	0	0
PRKAR2A	2	0	0	14	0	5	0	0	0
PRKAR2B	4	0	0	0	0	0	0	0	0
PRKCA	6	0	0	15	0	39	0	0	0
PRKCB	0	0	0	1	0	2	0	0	0
PRKCD	0	0	0	8	0	8	0	0	0
PRKCE	1	0	0	6	0	1	0	0	4
PRKCG	0	0	0	0	0	1	0	0	0
PRKCH	0	0	0	7	0	8	0	0	0
PRKCI	0	0	0	3	0	21	0	0	0
PRKCQ	0	0	0	13	0	5	0	0	0
PRKCSH	0	0	0	12	0	6	0	0	0
PRKCZ	0	0	0	0	0	0	0	0	0
PRKD1	1	0	0	73	0	16	0	0	0
PRKD2	2	0	0	121	0	23	0	0	0
PRKD3	2	0	0	14	0	6	0	0	0
PRKDC	17	0	0	91	5	38	0	0	0
PRKG1	0	0	0	7	0	1	0	0	0
PRKG2	0	0	0	3	0	4	0	0	0
PRKRA	6	0	0	100	0	62	0	1	0
PRKRIP1	6	0	0	20	0	14	0	0	0
PRKX	0	0	0	0	0	0	0	0	0
PRL	0	0	0	0	0	10	0	0	0
PRLH	0	0	0	0	0	0	0	0	0
PRLHR	0	0	0	0	0	0	0	0	0
PRLR	0	0	0	0	0	0	0	0	0
PRM2	0	0	0	0	0	0	0	0	0
PRMT1	9	1	0	20	0	6	0	0	0
PRMT2	1	0	0	21	0	14	0	0	0
PRMT3	1	0	0	2	0	18	0	0	1
PRMT5	0	0	0	4	0	6	0	0	0
PRMT6	0	0	0	0	0	0	0	0	0
PRMT7	0	0	0	25	0	13	0	0	0
PRMT8	0	0	0	0	0	0	0	0	0
PRMT9	4	0	0	7	0	12	0	0	0
PRNP	0	0	0	0	0	0	0	0	0
PROC	0	0	0	0	0	0	0	0	0
PROCA1	0	0	0	0	0	0	0	0	0
PROCR	0	0	0	4	0	5	0	0	0
PRODH2	0	0	0	5	0	0	0	0	0
PROK1	0	0	0	0	0	0	0	0	0
PROK2	0	0	0	0	0	0	0	0	0
PROKR1	0	0	0	0	0	0	0	0	0
PROKR2	0	0	0	5	0	5	0	0	0
PROM1	0	0	0	0	0	4	0	0	0
PROM2	0	0	0	4	0	0	0	0	0
PROS1	0	0	0	0	0	0	0	0	0
PROSER1	352	0	0	181	0	377	1	0	0
PROSER2	0	0	0	0	0	1	0	0	0
PROSER3	0	0	0	0	0	0	0	0	0
PROX1	0	0	0	0	0	0	0	0	0
PROX2	0	0	0	0	0	0	0	0	0
PROZ	0	0	0	0	0	0	0	0	0
PRPF19	1	0	0	10	1	9	0	0	0
PRPF3	4	0	0	48	0	10	0	0	0
PRPF31	0	0	0	14	0	10	0	0	0
PRPF38A	3	0	0	25	1	13	0	0	0
PRPF38B	9	0	0	42	0	19	0	0	0
PRPF39	1	0	0	11	0	0	0	0	0
PRPF4	3	0	0	13	0	8	0	0	0
PRPF40A	107	0	0	150	1	139	0	1	0
PRPF40B	0	0	0	3	0	0	0	0	0
PRPF4B	7	0	0	26	0	30	0	0	0
PRPF6	25	0	0	73	0	25	0	0	0
PRPF8	3	0	0	18	0	3	0	0	0
PRPH2	0	0	0	0	0	0	0	0	0
PRPS1	8	0	0	56	0	16	0	0	0
PRPS2	0	0	0	3	0	0	0	0	0
PRPSAP1	2	0	0	99	0	132	0	0	0
PRPSAP2	0	0	0	4	0	6	0	0	0
PRR11	3	0	0	6	0	11	0	0	0
PRR12	0	0	0	0	0	0	0	0	0
PRR13	3	0	0	113	0	14	0	0	0
PRR14	0	0	0	0	0	0	0	0	0
PRR14L	29	0	0	27	1	15	0	0	0
PRR15	2	0	0	24	0	16	0	0	0
PRR15L	0	0	0	0	0	0	0	0	0
PRR16	2	0	0	2	0	0	0	0	0
PRR19	0	0	0	5	0	1	0	0	0
PRR22	0	0	0	0	0	0	0	0	0
PRR25	0	0	0	0	0	0	0	0	0
PRR27	1	0	0	20	0	8	0	0	0
PRR29	0	0	0	0	0	0	0	0	0
PRR3	0	0	0	0	0	0	0	0	0
PRR32	0	0	0	0	0	0	0	0	0
PRR34	0	0	0	0	0	0	0	0	0
PRR35	0	0	0	0	0	0	0	0	0
PRR36	0	0	0	6	0	7	0	0	0
PRR4	0	0	0	0	0	0	0	0	0
PRR5	1	0	0	12	2	5	0	0	0
PRR5L	11	1	0	36	0	43	0	0	0
PRR7	0	0	0	0	0	0	0	0	0
PRR9	0	0	0	0	0	0	0	0	0
PRRC1	20	0	0	27	1	49	0	0	0
PRRC2A	2	0	0	0	0	1	0	0	0
PRRC2B	0	0	0	16	0	22	0	0	0
PRRC2C	74	0	0	111	2	54	1	0	0
PRRG1	6	0	0	61	0	42	0	0	0
PRRG3	0	0	0	0	0	0	0	0	0
PRRG4	0	0	0	0	0	0	0	0	0
PRRT1	0	0	0	13	0	2	0	0	0
PRRT3	0	0	0	0	0	0	0	0	0
PRRX1	0	0	0	0	0	0	0	0	0
PRRX2	0	0	0	6	0	0	0	0	0
PRSS12	0	0	0	0	0	0	0	0	0
PRSS21	0	0	0	0	0	0	0	0	0
PRSS27	0	0	0	0	0	0	0	0	0
PRSS33	0	0	0	0	0	0	0	0	0
PRSS35	0	0	0	0	0	0	0	0	0
PRSS36	0	0	0	0	0	0	0	0	0
PRSS37	0	0	0	0	0	0	0	0	0
PRSS38	0	0	0	0	0	0	0	0	0
PRSS41	0	0	0	0	0	0	0	0	0
PRSS42	0	0	0	0	0	0	0	0	0
PRSS46	0	0	0	0	0	0	0	0	0
PRSS48	0	0	0	0	0	0	0	0	0
PRSS51	0	0	0	0	0	0	0	0	0
PRSS53	0	0	0	12	0	5	0	0	0
PRSS54	0	0	0	5	0	2	0	0	0
PRSS55	0	0	0	0	0	0	0	0	0
PRSS57	0	0	0	3	0	3	0	0	0
PRSS58	0	0	0	0	0	0	0	0	0
PRSS8	0	0	0	0	0	0	0	0	0
PRTFDC1	0	0	0	0	0	0	0	0	0
PRTG	0	0	0	0	0	0	0	0	0
PRTN3	0	0	0	0	0	0	0	0	0
PRUNE1	0	0	0	0	0	4	0	0	0
PRUNE2	0	0	0	25	0	5	0	0	0
PRX	0	0	0	0	0	0	0	0	0
PSAP	33	0	0	67	2	50	0	0	0
PSAT1	0	0	0	0	0	0	0	0	0
PSCA	0	0	0	0	0	0	0	0	0
PSD	0	0	0	0	0	4	0	0	0
PSD2	0	0	0	1	0	0	0	0	0
PSD3	81	1	0	345	0	213	0	0	0
PSD4	0	0	0	0	0	0	0	0	0
PSEN1	25	0	1	135	1	107	0	1	0
PSEN2	2	0	0	4	0	23	0	0	0
PSENEN	3	0	0	87	0	22	0	0	0
PSIP1	81	0	0	231	0	161	0	0	0
PSKH1	0	0	0	0	0	2	0	0	0
PSKH2	0	0	0	0	0	0	0	0	0
PSMA1	10	0	0	40	0	9	0	0	0
PSMA2	291	0	1	446	1	186	1	0	0
PSMA4	227	0	2	731	5	234	0	0	0
PSMA5	251	0	0	194	0	108	0	0	0
PSMA6	19	1	1	1032	5	448	1	3	0
PSMA7	382	1	1	1089	3	313	0	0	0
PSMB1	18	0	0	640	1	248	0	0	0
PSMB10	0	0	0	4	0	0	0	0	0
PSMB11	0	0	0	0	0	0	0	0	0
PSMB2	8	0	0	291	0	116	0	0	0
PSMB3	3	0	0	41	2	22	0	0	0
PSMB4	10	0	1	62	0	36	0	0	0
PSMB5	4	0	1	140	0	53	0	0	0
PSMB6	24	0	0	257	0	81	0	0	0
PSMB7	17	0	1	421	0	165	0	0	0
PSMB8	0	0	0	0	0	1	0	0	0
PSMB9	0	0	0	0	0	3	0	0	0
PSMC1	16	0	0	114	1	52	0	0	0
PSMC2	5	0	0	226	0	134	0	0	0
PSMC3	2	0	0	23	0	7	0	0	0
PSMC3IP	8	0	0	79	0	25	0	0	0
PSMC4	6	0	0	75	0	29	0	0	0
PSMC5	6	0	1	341	1	141	0	0	0
PSMC6	7	0	0	76	0	45	0	0	0
PSMD1	18	0	0	52	0	28	0	0	0
PSMD11	15	0	1	176	0	38	0	0	0
PSMD12	17	1	0	168	0	76	0	0	0
PSMD13	0	0	0	11	0	13	0	0	0
PSMD14	4	0	0	139	0	52	0	0	0
PSMD2	1	0	0	68	0	16	0	0	0
PSMD3	6	0	1	88	1	17	0	1	1
PSMD4	24	0	4	382	4	115	0	0	0
PSMD5	3	0	0	3	0	0	0	0	0
PSMD6	19	0	1	314	0	121	0	0	0
PSMD8	0	0	0	18	0	6	0	0	0
PSME1	0	0	0	0	0	0	0	0	0
PSME2	0	0	1	0	0	6	0	0	0
PSME3	12	0	0	63	0	19	0	0	0
PSME4	5	0	0	10	0	6	0	0	0
PSMF1	13	0	1	36	0	22	0	0	0
PSMG1	16	0	0	141	0	46	0	0	0
PSMG3	0	0	0	18	0	16	0	0	0
PSMG4	2	0	1	109	0	38	0	0	0
PSORS1C2	0	0	0	1	0	0	0	0	0
PSPC1	15	0	0	12	0	8	0	0	0
PSPN	0	0	0	0	0	0	0	0	0
PSRC1	0	0	0	0	0	1	0	0	0
PSTK	0	0	1	73	1	42	0	0	0
PSTPIP1	0	0	0	0	0	0	0	0	0
PSTPIP2	1	0	0	10	0	1	0	0	0
PTAFR	0	0	0	0	0	0	0	0	0
PTAR1	0	0	0	5	0	0	0	0	0
PTBP1	0	0	0	31	0	25	0	0	0
PTBP2	0	0	0	7	0	32	0	0	0
PTBP3	0	0	0	0	0	3	0	0	0
PTCD2	6	0	0	92	0	49	0	1	0
PTCD3	3	0	1	66	0	29	0	0	0
PTCH1	0	0	0	5	0	7	0	0	0
PTCH2	0	0	0	0	0	0	0	0	0
PTCHD1	0	0	0	0	0	0	0	0	0
PTCHD3	0	0	0	0	0	0	0	0	0
PTCHD4	0	0	0	0	0	1	0	0	0
PTCRA	0	0	0	0	0	0	0	0	0
PTDSS1	3	0	0	15	0	14	0	0	0
PTDSS2	0	0	0	9	0	3	0	1	0
PTEN	13	0	0	20	0	117	0	0	0
PTER	0	0	0	2	0	4	0	0	0
PTF1A	0	0	0	1	0	0	0	0	0
PTGDR	0	0	0	0	0	0	0	0	0
PTGDR2	0	0	0	0	0	0	0	0	0
PTGDS	0	0	0	1	0	1	0	0	0
PTGER1	0	0	0	0	0	0	0	0	0
PTGER2	0	0	0	0	0	0	0	0	0
PTGER3	0	0	0	0	0	0	0	0	0
PTGER4	0	0	0	2	0	0	0	0	0
PTGES	0	0	0	0	0	0	0	0	0
PTGES2	1	0	0	6	0	0	0	0	0
PTGES3	174	1	0	390	2	263	1	1	0
PTGES3L-AARSD1	0	0	0	25	0	8	0	2	0
PTGFR	0	0	0	0	0	0	0	0	0
PTGFRN	23	0	0	40	0	30	0	0	0
PTGIR	0	0	0	0	0	0	0	0	0
PTGIS	0	0	0	0	0	3	0	0	0
PTGR1	0	0	0	2	0	1	0	0	0
PTGS1	0	0	0	0	0	0	0	0	0
PTGS2	66	3	33	4257	38	485	1	4	3
PTH	0	0	0	0	0	0	0	0	0
PTH1R	0	0	0	6	0	0	0	0	0
PTH2	0	0	0	0	0	0	0	0	0
PTH2R	0	0	0	0	0	2	0	0	0
PTHLH	0	0	0	4	0	0	0	0	0
PTK2	0	0	0	25	1	27	0	0	0
PTK2B	0	0	0	0	0	0	0	0	0
PTK6	0	0	0	0	0	0	0	0	0
PTK7	0	0	0	6	0	1	0	0	0
PTN	0	0	0	0	0	0	0	0	0
PTOV1	0	0	0	19	0	6	0	0	0
PTP4A1	20	0	1	35	0	75	0	0	0
PTP4A2	24	0	0	35	0	69	0	0	0
PTP4A3	0	0	0	0	0	0	0	0	0
PTPA	0	0	0	4	0	0	0	0	0
PTPDC1	0	0	0	0	0	5	0	0	0
PTPMT1	4	0	0	114	0	34	0	0	0
PTPN1	143	1	0	205	1	104	0	0	0
PTPN11	6	0	0	23	0	7	0	0	0
PTPN12	1	0	0	12	0	16	0	0	0
PTPN13	6	0	0	23	0	11	0	0	0
PTPN14	0	0	0	2	0	2	0	0	0
PTPN18	0	0	0	1	0	1	0	0	0
PTPN2	78	0	0	136	0	83	0	0	0
PTPN20	0	0	0	2	0	0	0	0	0
PTPN21	15	0	0	22	0	13	0	0	0
PTPN22	0	0	0	2	0	0	0	0	0
PTPN23	0	0	0	7	0	5	0	0	0
PTPN3	3	0	0	21	0	31	0	0	0
PTPN4	0	0	0	8	0	6	0	0	0
PTPN5	3	0	0	16	0	11	0	0	0
PTPN7	0	0	0	0	0	0	0	0	0
PTPN9	4	0	1	49	0	28	0	0	0
PTPRA	2	0	0	3	0	4	0	0	0
PTPRB	8	0	0	82	0	68	0	0	0
PTPRC	0	0	0	0	0	0	0	0	0
PTPRCAP	0	0	0	0	0	0	0	0	0
PTPRD	11	0	0	27	0	11	0	1	0
PTPRE	0	0	0	23	0	5	0	0	0
PTPRF	2	0	0	18	0	5	0	0	0
PTPRG	11	0	0	81	0	58	0	0	0
PTPRH	0	0	0	1	0	0	0	0	0
PTPRJ	0	0	0	0	0	0	0	0	0
